,time,comment
771,7:46 ,I can t believe Mark roper s work  years worth of his time is going to Mars I m praying to God that it makes it
772,7:47 ,Show us something
773,7:47 ,this is history and is mark rober there
774,7:48 ,Namaste from India
775,7:48 ,hello from school
776,7:49 ,hello from Greece
777,7:49 ,I m exited
778,7:49 ,gamers have you put your names on chip on the rover
779,7:49 ,How about some gender equality Nasa So far only women talking and talking and talking
780,7:49 ,hi im ava and im at scool
781,7:50 ,Say hi if ur not bot
782,7:51 , hour and  minutes
783,7:51 ,can t friggen wait
784,7:51 ,Greetings from turkey
785,7:52 ,HELLO FROM THE UK ALL PRAYERS SENT TO YOU GUYS
786,7:52 ,Land Rover
787,7:53 ,hey teacher
788,7:54 ,Good afternoon
789,7:54 ,im waching from peru
790,7:56 ,I was here
791,7:56 ,oh so you guys believe in mars
792,7:57 ,POGGERS elbowcough elbowcough elbowcough elbowcough elbowcough elbowcough
793,7:57 ,Hi from Atlanta
794,7:57 ,Anyone also here because of mark rober
795,7:58 ,MARK ROBER POG
796,7:58 ,change the wz map
797,7:58 ,Great
798,7:58 ,I don t want to live in this planet anymore
799,7:58 ,So excited
800,7:59 ,im in history
801,8:00 ,who else is here from mark rober
802,8:03 ,It s pretty great how Nasa s going to land a rover on mars and all anyone s going to say is POG
803,8:03 ,Hey from Darlington SC
804,8:03 ,all the best nasa congratulations
805,8:04 ,W s in the chat Bois
806,8:04 ,Part of history
807,8:05 ,NASA WHEN IS THE LAUNCH
808,8:06 ,the rocket will be travelling at  fps with those leds
809,8:07 ,GO NASA Go SpaceX
810,8:07 ,This is already super cool
811,8:08 ,hi people
812,8:09 ,Perseverance Good luck all the way from South Africa Cape Town Paarl th Avenue
813,8:11 ,Dare mighty things
814,8:12 ,hi from india and its   am here
815,8:12 ,chat calm down
816,8:12 ,WHO CARES I JUST WANNA SEE THE ROVER LAND
817,8:13 ,Watching in p from village
818,8:14 ,I was here
819,8:16 ,is Mars flat too
820,8:16 ,hi from NJ
821,8:16 ,Maria Helena from Brazil Congrats
822,8:16 ,Excited for great achievement
823,8:17 ,YEET THE MARS ROVER I WANT TO SEE THE YEET
824,8:17 ,My name on this bad boy it better not mess up
825,8:17 ,its landing
826,8:19 ,boooooooooo show us the rober
827,8:21 ,This is going in the history books
828,8:21 ,where is mark rober
829,8:21 ,Hello from The Netherlands
830,8:21 ,i can feel the touchdown confirmed we are safe on mars and whoooooooooooooooowhoooo
831,8:22 ,Get to the point
832,8:22 ,what times the actual landing
833,8:22 ,I come back soon
834,8:22 ,imagine if it fails the landing
835,8:22 ,love from Ethiopia
836,8:24 ,Anyone here from Malad City Idaho
837,8:24 ,I m on history
838,8:24 ,Hello from school
839,8:24 ,this could be you in  years
840,8:26 ,hello from the usa ny
841,8:26 ,I am here thanks Mark Rober
842,8:26 ,hello from Ireland
843,8:26 ,bruh anither hr mins smh
844,8:28 ,when is it scheduled
845,8:28 ,what time is it landning
846,8:29 ,oh not once the rover gets into the  min thing it goin to be so sketch
847,8:29 ,hello by Sicily
848,8:30 ,hope it makes it
849,8:31 ,gmc to the moon
850,8:31 ,Yes daddy it s happening
851,8:31 ,How long till the land
852,8:31 ,can i get some POG S in the chat
853,8:33 ,MARS GO MARS yt yt yt elbowcough elbowcough elbowcough
854,8:33 ,no spam chat please Nasa
855,8:33 ,where s Kevin Gill
856,8:33 ,Hopefully no f s in chat
857,8:37 ,why isn t an option for k
858,8:37 ,Big up the NDL
859,8:38 ,hello Mars yougotthis
860,8:38 ,hello from Turkey
861,8:39 ,what i did miss
862,8:39 ,Good Night Good Morning from India
863,8:42 ,this is soooo awesome i cant wait this is history
864,8:43 ,Say Something slow mode is on
865,8:43 ,Good luck from
866,8:43 ,ENAE432 ftw
867,8:43 ,space is very pog
868,8:44 ,So Excited for this
869,8:44 , min here we come
870,8:44 ,what an usefull chat
871,8:46 ,Yes America
872,8:46 ,So excited
873,8:47 ,if we all talk at the same time then nobody is talking
874,8:47 ,pog champ
875,8:47 ,Has it chrashed already
876,8:47 ,NASA is so interesting and cool
877,8:47 ,hey fact talkz astrostuff
878,8:48 ,Pls calm down
879,8:48 ,it prob already landed
880,8:48 ,heyo from croatia
881,8:48 ,mars has life
882,8:48 ,god thanksdoc
883,8:49 ,I hear there were free cookies here
884,8:49 ,Greetings from the Netherlands
885,8:50 ,I WANNA SEE MARK ROBER
886,8:52 ,Good Luck NASA
887,8:52 ,Hope this works
888,8:52 ,pog champpp
889,8:52 ,IS MARK ROBER INN THE CHAT
890,8:53 ,where the rover
891,8:53 ,why she
892,8:53 ,WE NOT JUST GOING TO MOON BABY WE GOING TO MARS
893,8:53 ,Good luck Perseverance
894,8:53 ,Watching and greetings from Canada in class
895,8:54 ,what s the current WR for this speedrun
896,8:54 ,hi from HI
897,8:56 ,HOL UP HOL UP HOL UP lets be honest now DID I ASK
898,8:56 ,hi form England
899,8:57 ,YouTube I AM TELLING YOU some1 clip dat
900,8:57 ,swati mohar from India
901,8:58 ,hello from Pakistan best of luck to the team
902,8:59 ,i dont care about school anymore
903,8:59 ,wha wha
904,9:02 ,was soll ich sagen
905,9:03 ,exiting
906,9:03 ,Dare Mighty Things
907,9:05 ,Sucks that I have school during all of this
908,9:07 ,Good luck team
909,9:08 ,only p
910,9:08 ,bro it is only  here in Australia
911,9:08 ,SWATI OP IN THE CHATTT
912,9:11 ,good luck from austria
913,9:11 ,I was here
914,9:11 ,countdowntomars
915,9:11 ,Stuttgart keep fingers crossed
916,9:11 ,Yay for Mars
917,9:12 ,hope you have  success
918,9:12 ,Sup furry zhan
919,9:14 ,JAI HIND
920,9:16 ,Very excited
921,9:17 ,im sooo excited
922,9:17 ,this chat is useless
923,9:17 ,What s her name
924,9:18 ,the search for ancient life yeah the sheikah lived there
925,9:18 ,fingers crossed
926,9:18 , minutes of terror
927,9:18 ,Hello from Australia it s is  am
928,9:20 ,Type Mark if he is the reason you are here
929,9:21 ,Good Luck NASA
930,9:22 ,fingers crossed
931,9:22 ,Good Luck From Czech Republic
932,9:22 ,Love from CANADA
933,9:22 ,From India
934,9:22 ,Rip Opportunity
935,9:22 ,Has anyone else noticed that Mark Rober is only  letters away from Mars Rover
936,9:23 ,Congratulations You all have done such great work This is amazing
937,9:23 ,Greetings from Czech Republic
938,9:23 ,Good evening from London UK
939,9:23 ,great for humanity
940,9:24 ,I m going to watch as I am in class
941,9:26 ,I was here
942,9:26 ,So excited
943,9:27 ,who lives in the pineapple under the sea
944,9:27 ,hi from Argentina
945,9:27 ,720p This is not the future I want
946,9:27 ,Hurry up come on
947,9:28 ,from Bosnia
948,9:29 ,SWART s in SPACE
949,9:31 ,hello from italy
950,9:31 ,lets get this bread
951,9:31 ,Is this the best stream
952,9:32 ,poland can in space
953,9:32 ,Evelyn Mason was here
954,9:32 ,PRAY IT DOESN T CRASH
955,9:33 ,who else is here from MARK ROBER
956,9:33 ,helo im from indonesia
957,9:33 ,I wish you all the best
958,9:34 ,So when is this happening
959,9:34 ,Hello I am from German and I am so happy yougotthis goodvibes
960,9:36 ,is anybody elese from mark rober
961,9:37 ,Waiting
962,9:37 ,the world is watching
963,9:37 ,hello from india
964,9:37 ,I already knew from mark rober
965,9:38 ,Love how universal this is
966,9:38 ,LOVE FROM INDONESIAAAA
967,9:38 ,STOP CHATING NASA I WANNA SEE IT LANDDDD
968,9:39 ,i hve school tomorrowwww
969,9:39 ,I was hear
970,9:41 ,we are witnessing this
971,9:42 ,were is real mars
972,9:42 ,hello from Ghana
973,9:42 ,Perseverance
974,9:43 ,Northern Ireland
975,9:44 ,good luck from
976,9:44 ,wasssssssup
977,9:45 ,Hi from Russia
978,9:45 ,Hello from Texas
979,9:46 ,awesome moment for NASA and all of us
980,9:48 ,when is it supposed to land
981,9:48 ,hello world
982,9:49 ,the  mins of terror
983,9:49 ,Good luck from Germany too
984,9:50 ,ALL THE BEST NASA WE KNOW ITA GONNA BE A SUCESS
985,9:51 ,whoa
986,9:51 ,Hey Greetings from Finland
987,9:52 ,nasa on another planet having a rover video in p what hahah
988,9:52 ,I love physics
989,9:53 ,let s get this bread gamers
990,9:53 ,when will it land
991,9:53 ,goodvibes goodvibes shelterin
992,9:54 ,hi from Philadelphia MS USA
993,9:54 ,then wheeeeen
994,9:57 ,Good Luck NASA and to the team
995,9:57 ,Say something
996,9:58 ,Hello to Mars from Sai whom we love
997,9:58 ,hey all
998,9:59 ,I wonder if my classmates r watching this
999,9:59 ,very cool
1000,9:59 ,Hello to Mars from Sai whom we love
1001,9:59 ,Bruh why are we watching this
1002,9:59 ,I was here
1003,9:59 ,This is so cool
1004,10:01 ,show rover
1005,10:01 ,The Netrerlands here
1006,10:01 ,Pof
1007,10:02 ,imagine it finds life the second it lands
1008,10:02 ,weird purple thingy nice
1009,10:02 ,hello there from India
1010,10:02 ,Hello from Colombia yougotthis
1011,10:02 ,when is it landing
1012,10:03 ,why are they sending a rover to a choclate candy
1013,10:03 ,Hello from Houston Texas
1014,10:03 ,I m an astronaut
1015,10:04 ,hopefully nothing goes wrong
1016,10:07 ,Texas
1017,10:07 ,CAN T WAIT
1018,10:07 ,Let s focus on Earth
1019,10:08 ,Possible to find evidence of life exciting
1020,10:09 ,I work for nasa
1021,10:09 ,hello from ohio
1022,10:10 ,Hello from India
1023,10:10 ,yo world
1024,10:12 ,Best wishes from Srilanka
1025,10:14 ,quickchat delay is so long
1026,10:17 , BIG JOE WALKED SO NASA CAN RUNNNNNN
1027,10:18 ,Greetings from India
1028,10:18 ,LET s GOOOOOOOOOOOOO
1029,10:19 ,Hallo from Sweden
1030,10:19 ,sss india
1031,10:21 ,poggers in the chat bois
1032,10:23 ,love from Indian
1033,10:23 ,F in the chat
1034,10:23 ,hello from Romania
1035,10:24 ,Hello There
1036,10:26 ,BROOOO THIS IS CRAZZYYYYYYYYYYHY
1037,10:27 ,get yo popcorn we gon wait for the rover to land
1038,10:27 ,aye if you re from texas how s it going lol
1039,10:29 ,Hope this mission is a success
1040,10:31 ,watching from Columbia SC
1041,10:31 ,will Perseverance also sing birthday songs to itself every year
1042,10:31 ,Pausechamp
1043,10:31 ,Hello from Paraguay
1044,10:32 ,the swiss are here
1045,10:32 ,Landing is  pm EST AKA H30mins AWAY
1046,10:32 ,IM ON MARS
1047,10:33 ,Are we on mars yet
1048,10:33 ,hello from austria
1049,10:33 ,Look Mom I m going to Mars
1050,10:33 ,Hello from San Francisco
1051,10:34 ,Love from India to NASA and mark Rober Congratulations
1052,10:35 ,hopefully came on day we can UFO
1053,10:35 ,hi from the netherlands
1054,10:36 ,Hello there
1055,10:37 ,helloooooo from TUNISIAAAAA
1056,10:37 ,I m from India
1057,10:38 ,goodluck from Philippines
1058,10:39 ,Good luck Perseverance and make sure your mics are turned on
1059,10:41 ,Mars is flat
1060,10:42 ,we see images from Mars tonight
1061,10:42 ,IM LAGGING
1062,10:42 ,did it Land already
1063,10:42 ,watching from Bangladesh
1064,10:44 ,What s the point of the chat The speed is ridiculous
1065,10:44 ,The earth is flat
1066,10:44 ,Go girl congratulations for your  year work from
1067,10:46 ,Greetings from Suriname
1068,10:47 ,hey
1069,10:48 ,PAWGs  life
1070,10:48 ,Good Lent everyone
1071,10:49 ,hello hi
1072,10:49 ,When does this start
1073,10:49 ,my bestie Stuart is probs on Mars
1074,10:51 ,Slow button on
1075,10:52 ,Im from sri lanka its mid night now
1076,10:52 ,i was here
1077,10:52 ,Greetings from sweden and wishes that the landing goes smooth
1078,10:52 ,Did it land already
1079,10:53 ,when do it start
1080,10:54 ,i want to see it land
1081,10:56 ,i cant beleive twitch emotes are in a nasa chat
1082,10:56 ,hear marsssss
1083,10:57 ,We gonna hear what s happening on Mars
1084,10:57 ,Perseverance
1085,10:58 ,Woahh
1086,10:58 ,I can t wait for the  minutes of terror
1087,10:58 ,this is so pog
1088,10:58 ,what s pog
1089,10:59 ,When do the  minutes of terror begin
1090,10:59 ,To the MOON
1091,10:59 ,THAT WAS MARK ROBER
1092,11:02 ,Hey Lena
1093,11:02 ,hello Mars and Perseverance Goooo
1094,11:03 ,Hello from Canada
1095,11:03 ,Yoo we can here from the rover Sick
1096,11:03 ,from Egypt
1097,11:04 ,Its so cool who is from Bosnia
1098,11:07 ,really pog THIS IS A ROVEERR
1099,11:07 ,WAIT WHERE IS MARK ROBER
1100,11:07 ,Hi Mars we are people from Earth
1101,11:08 ,it won t fail lol
1102,11:08 ,Like I swear NASA is like a multi billionaire company and they can t even buy a good microphone with no echo
1103,11:08 ,lets go to mars Perseverance
1104,11:09 ,hello from india
1105,11:10 ,yes chain
1106,11:11 ,hope we get there
1107,11:11 ,idk but i can imagine a alien smashing the rover
1108,11:14 ,hey
1109,11:16 ,Hello from austria
1110,11:16 ,The funny
1111,11:17 ,YO THAT WAS MARK ROBER
1112,11:18 ,hello iceland
1113,11:18 ,how many hours till landing
1114,11:18 ,what is pog
1115,11:19 ,you can actually go ahead by making the playback speed x
1116,11:19 ,MARK ROBER FOR THE WIN
1117,11:21 ,Love the the N3KLAZtronauts
1118,11:21 ,get to the CHOPPAAA
1119,11:21 ,hello my friend im from greeze
1120,11:22 ,My kids will see this in history books
1121,11:22 ,CAN T WAIT ROVER PERSEVERANCE AND MY NAME LANDS ON THE RED PLANET EXCITED elbowcough elbowcough elbowcough
1122,11:23 ,The earth is flat bro
1123,11:25 ,hello from Granada
1124,11:25 ,Hellow Sam
1125,11:27 ,This is so exciting Hello everyone in NC
1126,11:28 ,earth is flat
1127,11:29 ,This is cool
1128,11:29 ,from fearing mammoths and discovering fire to putting a robot on another planet
1129,11:29 ,hope to be done
1130,11:29 ,this is cool
1131,11:29 ,hi from Norway
1132,11:31 ,when landing
1133,11:31 ,WITHOUT MARK ROBER I WOULDNT KNOW ABOUT THIS
1134,11:31 ,the
1135,11:32 ,there goes my nameee
1136,11:33 ,is Mark Robber going to be in this live stream
1137,11:34 ,Unbelievable moment in history glad to have the privilege of watching it
1138,11:35 ,I m skipping school for this B
1139,11:35 ,cool
1140,11:36 ,thanksdoc thanksdoc thanksdoc
1141,11:36 ,to the poinnnt
1142,11:36 ,where are the potatoes
1143,11:37 ,Good luck to everyone involved with this amazing project Thank you all for your hard work
1144,11:37 ,where s Mark rober
1145,11:38 ,shweta op
1146,11:38 ,guys can u tell when the rover will enter in mars orbit
1147,11:38 ,cool
1148,11:39 ,how long till it lands
1149,11:39 ,WHERE IS MARK ROBER
1150,11:41 ,NASA cannot afford High quality video bruh
1151,11:42 ,Austria
1152,11:42 ,here s hoping for a safe and successful landing
1153,11:42 ,OH YA HERE FROM MARK ROBER
1154,11:43 ,whers mark rober yeh
1155,11:43 ,flat earth
1156,11:44 ,cool
1157,11:44 ,Congratulations NASA
1158,11:45 ,I will wait until  then they will land on Mars
1159,11:46 ,this is going to be epic everyone ScenegraphStudios is watching
1160,11:46 ,NASA lets nail this landing
1161,11:46 ,I love learning
1162,11:46 ,anyone bought the Krispy Kreme donuts
1163,11:47 ,his is so epic thank you NASA
1164,11:47 ,Hello from Pluto
1165,11:47 ,we already saw this in marks video
1166,11:47 ,NASA turn on superchat and watch the donations flow
1167,11:48 ,Hello from Austria
1168,11:48 ,Cool
1169,11:48 ,this is amazing
1170,11:49 ,this is pog
1171,11:49 ,Was hoping the rover would have spinners
1172,11:52 ,Nasa Does this mean we get to hear what mars sounds like
1173,11:53 ,Hi Earth habitants
1174,11:53 ,Hello from London
1175,11:54 ,Mark Rober the
1176,11:54 ,This is crazy
1177,11:56 ,TryArmy
1178,11:57 ,NASA it would be funny if you responded to this msg
1179,11:57 ,not trymacs armeeee
1180,11:57 ,NASA good luck from Germany
1181,11:57 ,India is coming
1182,11:58 ,Love grom germany
1183,11:58 ,When time is launching
1184,11:58 ,That is verry cool
1185,11:58 ,Hello fromage Canada
1186,11:58 ,Hello from Costa Rica
1187,11:58 ,I was here remember me everyone
1188,11:58 ,I was here
1189,11:58 ,Does NASA own space
1190,11:59 ,first
1191,11:59 ,earth is round
1192,12:01 ,why spam
1193,12:01 ,for real where is mark
1194,12:02 ,NASA I WANNA GO TO MARS
1195,12:02 ,this chat is insane
1196,12:02 ,curiosity is dead
1197,12:02 ,Hey there NASA
1198,12:03 ,All the best from India
1199,12:03 ,when will it actually land
1200,12:04 ,NASA s real brave for keeping this chat open
1201,12:06 , years lol
1202,12:06 ,where is mark rober
1203,12:08 ,this is so cool
1204,12:08 ,Sophia robot should comment this landing
1205,12:08 ,Tacos sorry I just wanted to participate
1206,12:08 ,idk about mark rober but i got a notification from the oculous quest app
1207,12:09 ,guys when is the landing
1208,12:12 ,hello from germany
1209,12:12 ,unbelievable i legit can t wrap my head around this
1210,12:12 ,NASA I LOVE YOU
1211,12:12 ,here from MARK ROBER
1212,12:12 ,when is it landing
1213,12:12 ,the rover has a kid
1214,12:12 ,I was here
1215,12:13 ,chills literal chills
1216,12:13 ,I WAS HERE
1217,12:13 ,NASA is just amazing but they need more funding from the Goverment Thanks for sharing this
1218,12:13 ,cool
1219,12:14 ,WOW history yay
1220,12:14 ,hi from France
1221,12:16 , am launching session
1222,12:16 ,Good luck to all
1223,12:18 ,this is gonna be sick
1224,12:19 ,Semms like  is a long time to wait for that kind of information data
1225,12:19 ,hello from soviet Poland
1226,12:20 ,NIKKI BREANN I LOVE YOU
1227,12:21 ,I m in school rn watching it
1228,12:21 ,my guy mark is a beast
1229,12:21 ,hello everyone
1230,12:22 ,Hello from San Diego CA
1231,12:22 ,nasa doesn t own space
1232,12:22 ,I just want to see mars
1233,12:23 ,Whoohoo
1234,12:23 ,Scorpionez yea Mark Rober
1235,12:23 ,How did you get the name perseverance
1236,12:24 ,Congratulations NASA From India
1237,12:24 ,Best Of Luck Perseverance
1238,12:24 ,Exiting
1239,12:25 ,When is the landing It is actual video
1240,12:26 ,when is it going tohappen
1241,12:26 ,What
1242,12:26 ,whello
1243,12:26 ,oh come onnnn
1244,12:27 ,what is happening
1245,12:27 ,Oh the chat is here
1246,12:27 ,  hello from macedonia
1247,12:27 ,Jari Kafoe Yes What questions do you have about the mission
1248,12:28 ,best wishes all goes well
1249,12:29 ,it s back phew
